feed_title,entry_title,entry_link,entry_published_date,entry_summary,entry_content,publication_date
www.espn.com - TOP,"Welcome to the world of JuJu Watkins, the next face of women's basketball",https://www.espn.com/womens-college-basketball/story/_/id/42507416/juju-watkins-usc-next-caitlin-clark-women-college-basketball-2024-25,"Thu, 21 Nov 2024 14:56:24 EST",The center of the college basketball universe has shifted from Iowa City to Los Angeles. And Watkins has snatched the torch.,Failed to fetch content,2024-11-21
www.espn.com - TOP,How does Alex Ovechkin's injury impact the goal-scoring chase -- and the Capitals' playoff hopes?,https://www.espn.com/nhl/story/_/id/42531693/nhl-alex-ovechkin-injury-goal-scoring-record-wayne-gretzky-capitals-playoffs,"Thu, 21 Nov 2024 20:12:55 EST",The race to 894 goals is currently on hold as the superstar scorer will miss the next four to six weeks. Here's everything you need to know.,Failed to fetch content,2024-11-21
www.espn.com - TOP,"Week 13 preview: Big Saturday matchups, plus who could win the SEC?",https://www.espn.com/college-football/story/_/page/gamedaykickoff112124/2024-week-13-college-football-game-day-kickoff,"Thu, 21 Nov 2024 20:40:59 EST",Our college football experts preview big matchups and storylines ahead of Week 13.,Failed to fetch content,2024-11-21
www.espn.com - TOP,"Rúben Amorim at Man United: Predicting his team, formation, transfers",https://www.espn.com/soccer/story/_/id/42485806/manchester-united-ruben-amorim-predictions-team-formation-transfers-projections,"Thu, 21 Nov 2024 20:39:22 EST","Rúben Amorim has a tall task on his hands as Man United's new manager, but looking at the squad, there are ways he can make it work. Let's break it down.",Failed to fetch content,2024-11-21
www.espn.com - TOP,"From Salah to Sterling, the most impressive and disappointing players so far",https://www.espn.com/soccer/story/_/id/42504471/premier-league-surprise-disappointing-players-far-salah-haaland-palmer-caicedo-sterling-rashford,"Thu, 21 Nov 2024 20:39:22 EST","Who's in the running for Player of the Season, and who has sprinkled a little less stardust than we expected?",Failed to fetch content,2024-11-21
www.espn.com - TOP,Guardiola signs two-year deal to stay at Man City,https://www.espn.com/soccer/story/_/id/42527744/pep-guardiola-signs-manchester-city-extension-2027,"Thu, 21 Nov 2024 19:49:52 EST","Pep Guardiola signed a new two-year contract to extend his stay as Manchester City boss, the club confirmed Thursday.",Failed to fetch content,2024-11-21
www.espn.com - TOP,Miami's Gressel: Ties were 'unacceptable' to Messi,https://www.espn.com/soccer/story/_/id/42526490/messi-miami-teammate-gressel-said-star-accept-ties,"Thu, 21 Nov 2024 19:49:52 EST","Midfielder Julian Gressel said Lionel Messi demanded Inter Miami CF reach higher standards, going as far as to label ties throughout the season as ""unacceptable.""",Failed to fetch content,2024-11-21
www.espn.com - TOP,'Baller' Bethune caps rookie year with 2nd award,https://www.espn.com/soccer/story/_/id/42527236/spirits-croix-bethune-nwsl-awards-age-doesnt-matter,"Thu, 21 Nov 2024 19:49:52 EST","Washington Spirit midfielder Croix Bethune capped off an incredible first year as a professional player with another award when the 23-year-old was named the first recipient of the NWSL Midfielder of the Year, and said age is no barrier to success.",Failed to fetch content,2024-11-21
www.espn.com - TOP,Alexia Putellas scores 200th Barcelona goal,https://www.espn.com/soccer/story/_/id/42523638/alexia-putellas-200-barcelona-goals-uwcl,"Thu, 21 Nov 2024 19:49:52 EST",Barcelona midfielder Alexia Putellas scored her 200th goal for the Catalan club in Thursday's Champions League win over Austrian side St. Pölten.,Failed to fetch content,2024-11-21
www.espn.com - TOP,Clubs earn $125M in money owed from transfers,https://www.espn.com/soccer/story/_/id/42519846/football-clubs-earn-125m-money-owed-player-transfers,"Thu, 21 Nov 2024 19:49:52 EST","Football clubs worldwide have been paid $125 million in money owed to them from transfers of their former players, FIFA said on Wednesday.",Failed to fetch content,2024-11-21
www.espn.com - TOP,Chelsea captain James suffers new injury setback,https://www.espn.com/soccer/story/_/id/42522000/chelsea-reece-james-suffers-new-hamstring-injury,"Thu, 21 Nov 2024 19:49:52 EST",Enzo Maresca has said that Reece James has suffered another hamstring injury and will miss Chelsea's trip to face Leicester in the Premier League.,Failed to fetch content,2024-11-21
www.espn.com - TOP,Son lauds Palestine spirit as example to follow,https://www.espn.com/soccer/story/_/id/42520241/son-heung-min-lauds-palestine-spirit-example-follow,"Thu, 21 Nov 2024 20:24:37 EST",Son Heung-Min praised Palestine for the spirit they showed in holding South Korea to a 1-1 draw on Tuesday.,Failed to fetch content,2024-11-21
www.espn.com - TOP,Sheeran aids Ipswich transfer pre-Taylor Swift gig,https://www.espn.com/soccer/story/_/id/42523272/ed-sheeran-helped-sign-ipswich-player-taylor-swift-show,"Thu, 21 Nov 2024 17:57:51 EST",Ipswich Town have revealed that pop star and minor shareholder Ed Sheeran was called to help them sign a player moments before he joined Taylor Swift on stage at Wembley Stadium.,Failed to fetch content,2024-11-21
www.espn.com - TOP,"Transfer rumors, news: Man United exploring Kolo Muani loan",https://www.espn.com/soccer/story/_/id/42530768/soccer-transfer-rumors-news-manchester-united-exploring-randal-kolo-muani-loan,"Thu, 21 Nov 2024 19:20:07 EST","Could Manchester United sign PSG's Randal Kolo Muani on a loan deal in the winter? Transfer Talk has the latest news, gossip and rumors.",Failed to fetch content,2024-11-21
www.espn.com - TOP,Power Rankings: The state of Wisconsin had a great week,https://www.espn.com/mens-college-basketball/story/_/id/42510695/mens-college-basketball-power-rankings-2024-25-marquette-wisconsin,"Thu, 21 Nov 2024 14:52:40 EST","The surprises of the past week came from the Big East (Marquette, St. John's) and Wisconsin, as teams prepare for Feast Week.",Failed to fetch content,2024-11-21
www.espn.com - TOP,"Geno Auriemma recruited strong women, forged strong women, changed the lives of his 160 players",https://www.espn.com/womens-college-basketball/story/_/id/42504866/geno-auriemma-uconn-all-ncaa-coaching-wins-record-legacy-changed-lives,"Thu, 21 Nov 2024 14:57:00 EST",Geno Auriemma and UConn forced every program to raise their standard. They also changed the lives of the 160 women who have played for the Huskies.,Failed to fetch content,2024-11-21
www.espn.com - TOP,"Inside Curt Cignetti's path to 10-0, a $72 million payday and a potential CFP spot",https://www.espn.com/college-football/story/_/id/42487935/curt-cignetti-google-indiana-hoosiers-college-football-playoff,"Thu, 21 Nov 2024 09:42:24 EST",College football has seemingly discovered the 63-year-old Hoosiers coach through his quips and undefeated team. There's more to his swaggering confidence.,Failed to fetch content,2024-11-21
www.espn.com - TOP,Love reliving playoff loss to 49ers ahead of Sunday's rematch,https://www.espn.com/nfl/story/_/id/42511163/nfl-packers-jordan-love-49ers-playoff-loss-rematch,"Thu, 21 Nov 2024 08:10:34 EST",A pair of interceptions against the 49ers have stuck with Love as he aims to learn from his mistakes.,Failed to fetch content,2024-11-21
www.espn.com - TOP,'She said we ate': Huskies commemorate Chris Dailey's 40th season,https://www.espn.com/womens-college-basketball/story/_/id/42526423/uconn-huskies-chris-dailey-geno-auriemma-paige-bueckers-azzi-fudd-wig-hairstyle,"Thu, 21 Nov 2024 13:41:18 EST","The Huskies showed love to Chris Dailey with special wigs following Geno Auriemma's 1,217th win.",Failed to fetch content,2024-11-21
www.espn.com - TOP,Eagles RB Saquon Barkley's reverse hurdle makes its way to Madden 25,https://www.espn.com/nfl/story/_/id/42512446/saquon-barkley-hurdle-madden-25-update,"Thu, 21 Nov 2024 13:41:18 EST",The Eagles running back did the signature hurdle against the Jaguars in Week 10.,Failed to fetch content,2024-11-21
www.espn.com - TOP,"Already a commercial success, can F1's Vegas GP deliver more?",https://www.espn.com/racing/f1/story/_/id/42528514/already-commercial-success-f1-vegas-gp-deliver-more,"Thu, 21 Nov 2024 15:27:51 EST","Last year's inaugural Las Vegas GP was an unqualified success financially, but for locals, it wasn't exactly a hit. Will that change in Year 2?",Failed to fetch content,2024-11-21
www.espn.com - TOP,How can Verstappen win the title?,https://www.espn.com/f1/story/_/id/42504384/las-vegas-grand-prix-s-stats-preview,"Thu, 21 Nov 2024 15:28:27 EST",Everything you need to know ahead of Sunday's race.,Failed to fetch content,2024-11-21
www.espn.com - TOP,Three undisputed champs in the women's top 10,https://www.espn.com/boxing/story/_/id/42487901/women-boxing-pound-pound-rankings-three-undisputed-champs-top-10,"Thu, 21 Nov 2024 09:25:15 EST","Katie Taylor beats Amanda Serrano, Gabriela Fundora makes her debut and Alycia Baumgardner returns to the list. Here's the latest women's pound-for-pound rankings.",Failed to fetch content,2024-11-21
www.espn.com - TOP,Leverkusen have lost what won them last season's Bundesliga,https://www.espn.com/soccer/story/_/id/42507374/bayer-leverkusen-lost-won-last-season-bundesliga-title,"Thu, 21 Nov 2024 17:13:06 EST","Bayer Leverkusen had a knack for snatching late wins en route to a shock Bundesliga crown in 2023-24. That isn't happening this season, though.",Failed to fetch content,2024-11-21
www.espn.com - TOP,"Can the NWSL ever compete with MLS, NHL, NFL or NBA?",https://www.espn.com/soccer/story/_/id/42520543/can-nwsl-ever-compete-mls-nhl-nfl-nba,"Thu, 21 Nov 2024 14:39:51 EST",The NWSL has an abundance of entertainment and Saturday is the most anticipated final in league history. But can it be a great sports league?,Failed to fetch content,2024-11-21
www.espn.com - TOP,"Which favorites, long shots should you bet on for NBA Most Improved Player?",https://www.espn.com/espn/betting/story/_/id/42514554/2024-nba-betting-futures-bet-most-improved-player-race-jalen-williams-jalen-johnson,"Thu, 21 Nov 2024 14:42:36 EST",Eric Moody updates the NBA's Most Improved Player race and points out which players are the best betting values and ones to watch.,Failed to fetch content,2024-11-21
"Deadspin > Sports News Without Fear, Favor or Compromise","Limited again, 49ers QB Brock Purdy still fighting sore shoulder",https://deadspin.com/limited-again-49ers-qb-brock-purdy-still-fighting-sore-shoulder/,2024-11-21T23:48:03.855Z,Brock Purdy participated in the start of Thursday's practice with the 49ers but the San Francisco starting quarterback was not on the field for the ma,"Brock Purdy participated in the start of Thursday's practice with the 49ers but the San Francisco starting quarterback was not on the field for the majority of the workout, casting doubt over his availability to play Sunday at Green Bay.  Purdy is dealing with a right shoulder injury and the 49ers are also potentially without left tackle Trent Williams and Nick Bosa due to injuries. Bosa was listed as out of Thursday's practice with an oblique injury. Williams also didn't suit up Thursday. He played through an ankle injury last week after being listed as questionable.  Purdy's typical Thursday post-practice media session was scrapped until Friday as the 49ers did not make any quarterback available. Kyle Allen would step in for Purdy as the starter if he can't play against the Packers.  Run game coordinator Chris Foerster said the 49ers aren't where they want to be at 5-5 because they haven't won close games, not because of injuries.  ""Seven games left is like an eternity,"" Foerster said. ""So much can happen. Do the math. What was our record last year? It was 12-5. I was on a 13-win team that was nowhere near as good as the team last year."" With or without Purdy, Foerster said the challenge for the 49ers is not to give up the ball to a defense that has 19 takeaways.  The 49ers have 13 giveaways this season. --Field Level Media Copyright 2024",2024-11-21
"Deadspin > Sports News Without Fear, Favor or Compromise",Narin An grabs lead at CME Group Tour Championship,https://deadspin.com/narin-an-grabs-lead-at-cme-group-tour-championship/,2024-11-21T23:42:57.747Z,"Narin An of South Korea shot a flawless 8-under-par 64 to set the pace at the CME Group Tour Championship on Thursday in Naples, Fla.,A $4 million fir","Narin An of South Korea shot a flawless 8-under-par 64 to set the pace at the CME Group Tour Championship on Thursday in Naples, Fla. A $4 million first prize is on the line at the LPGA's season finale at Tiburon Golf Club, where 60 players qualified based on the season-long Race to the CME Globe. An has never won on the LPGA Tour, but she finished 29th in the points race thanks to four top-10 finishes. Now she is in great position to land a massive victory. Angel Yin is alone in second, one stroke behind An, and Marina Alex and Allisen Corpuz are tied for third at 6 under. Lydia Ko of New Zealand is in striking distance of the lead after shooting a 5-under 67, part of a six-way tie for fifth. An, 28, hit all 14 fairways in regulation and needed just 23 putts to get around the course. She carded four birdies on each nine without a bogey. Though a $4 million paycheck is enticing, she said her attitude this week is that a tournament is a tournament. ""I think that mindset is good for make the focus during my play,"" An said. Yin, 26, was 2 over through four holes before turning things around. She got into red figures with three birdies before the end of the front nine, and she poured in four birdies between Nos. 10 and 14. Then, at the par-5 17th, she punctuated her day with an eagle 3. ""Started out a little bit rocky just because I was trying to adjust to the golf course,"" the Los Angeles native said. ""Golf course is playing quite difficult with the early winds this morning, which I really like and I enjoy, because it's our last tournament and it's a huge purse, bigger than a major. Doesn't have a title of a major, but I think it deserves every bit of difficulty it brings to closing the season out."" Alex, 34, also made a jump by eagling the 17th, but not the way she planned it. After a second shot she was unhappy with, she chipped in on her third. ""(On 17 she was) just like classically in the worst place I could have been, left and slightly long of that particular pin,"" the two-time winner from New Jersey said. ""... I thought I hit a nice chip. I was expecting it to be, I don't know, 10 to 15 feet, which was what I was going to be happy with trying to convert, and hit the pin and went in. ""Just you need some good breaks. Occasionally that kind of stuff happens."" Former U.S. Women's Open champ Corpuz had a bogey-free day, while Ko carded six birdies and one bogey. Ko is trying to polish off perhaps the best year of her career after she already collected an Olympic gold medal and the Women's Open title. She also qualified for the LPGA Hall of Fame and was inducted last month. ""I think this is the type of golf course where it's not like one fights into this type of golf course,"" Ko said. ""We've seen various of winners here, from longer hitters to people that hit it really straight and et cetera. ""... I think it's going to be exciting. It's always an exciting finish here. Hopefully, I'll be able to hit and play my fair share of good shots and be in contention and finish the season officially on a high."" World No. 1 Nelly Korda, who finished No. 1 in the points race, shot a pedestrian even-par 72 and is tied for 44th. Lexi Thompson, who's wrapping up her final full-time season on tour, is tied for 50th at 1-over 73. --Field Level Media Copyright 2024",2024-11-21
"Deadspin > Sports News Without Fear, Favor or Compromise","Jets back in winning form, take on Penguins",https://deadspin.com/jets-back-in-winning-form-take-on-penguins/,2024-11-21T23:33:11.554Z,"Now that the Winnipeg Jets' first losing streak of the season is over, the NHL's points leaders will aim to extend a new winning streak when they visi","Now that the Winnipeg Jets' first losing streak of the season is over, the NHL's points leaders will aim to extend a new winning streak when they visit the Pittsburgh Penguins on Friday. Winnipeg's second and third defeats of the season came in a 4-1 loss to the Tampa Bay Lightning on Nov. 14 and a 5-0 shutout to the Florida Panthers on Nov. 16. The Jets got a chance at immediate revenge against the Panthers on Tuesday, and capitalized with a 6-3 victory on home ice. ""We didn't like the way we played in Florida. So it's just a sign of a lot of good character in this room that we wanted to bounce back,"" said Mark Scheifele, who had a hat trick on Tuesday. ""We wanted to have a good game in front of our home crowd before we go on the road for what feels like forever."" Friday marks the start of a six-game road trip for the Jets, who are 7-2-0 in away games this season. The Penguins are 1-2-2 in their last five games, and have been struggling to either gain or hold leads. In the first two games of their five-game homestand, the Penguins almost blew a three-goal lead in Saturday's 4-3 shootout win over the San Jose Sharks, and then lost a two-goal lead in Tuesday's 3-2 overtime loss to the Lightning. Pittsburgh is 4-5-2 when scoring first in games, the lowest winning percentage (.364) of any team in the NHL when taking the early lead. ""We like parts of our game but I think we've just got to get more comfortable and just got to put 60 minutes together ... We have the leads in the game, we're right where we want to be and we let it slip,"" Penguins forward Rickard Rakell said. Keeping leads is always difficult with a leaky defense, and the Penguins have allowed the most goals (81) in the NHL. Pittsburgh's skaters have a combined -127 plus-minus rating, and goaltenders Alex Nedeljkovic, Tristan Jarry and Joel Blomqvist have a cumulative 3.62 goals-against average. Defenseman Kris Letang is questionable for Friday's lineup after missing Pittsburgh's last three games due to illness. It adds up for a great opportunity for the scorching Jets offense to keep lighting the lamp. Winnipeg is among the league leaders with an average of 4.21 goals per game. Since the Penguins host the Utah Hockey Club on Saturday, Nedeljkovic and Jarry figure to split the back-to-back starts in some order. The Jets are also playing consecutive games, as the team faces the Predators in Nashville on Saturday. Backup goalie Eric Comrie might be likelier to face Pittsburgh, as starter Connor Hellebuyck may be saved to face Winnipeg's Central Division rivals. Sidney Crosby could achieve another milestone Friday, as the Penguins star is sitting on 599 career NHL goals. Still a potent force in his 20th NHL season, Crosby leads Pittsburgh with 20 points (seven goals, 13 assists). Scheifele and Kyle Connor share the Jets' team scoring lead with 24 points apiece. Both players have an even 12 goals and 12 assists. In the first meeting between the two teams this season, the Jets collected a 6-3 win over the Penguins in Winnipeg on Oct. 20. --Field Level Media Copyright 2024",2024-11-21
"Deadspin > Sports News Without Fear, Favor or Compromise",Bulls look for inspiration to snap slump against inconsistent Hawks,https://deadspin.com/bulls-look-for-inspiration-to-snap-slump-against-inconsistent-hawks/,2024-11-21T23:33:03.060Z,"Chicago forward Torrey Craig crashed into a camera on the baseline while pursuing a rebound during the Bulls' loss at Milwaukee on Wednesday.,""I got a","Chicago forward Torrey Craig crashed into a camera on the baseline while pursuing a rebound during the Bulls' loss at Milwaukee on Wednesday. ""I got a little blood on my elbow, a little blood on my nose. My ankle,"" Craig said. ""I like games like that."" With injuries opening a spot for Craig in the starting lineup, the bump-and-shove looks to continue for the Bulls, who hope the frontcourt veteran's energetic influence rubs off. Chicago has lost eight of 11 entering Friday's visit from the Atlanta Hawks. Starting in place of Patrick Williams, who's expected to miss at least a week with left foot inflammation, Craig scored 15 points while snagging six rebounds in a 122-106 loss to the Bucks, matching Nikola Vucevic for the team high on the glass. ""It's no secret; you've just got to want the ball,"" Craig said. ""I'm a competitor. The ball's up, I try to compete for it."" Craig missed Chicago's Nov. 9 game at Atlanta due to illness. The Bulls won 125-113 behind 19 points from Ayo Dosunmu and Vucevic's 18-point, 12-rebound double-double. Coby White and Zach LaVine also scored 18 points. Bulls coach Billy Donovan said LaVine ""carried us"" against the Bucks, who closed the game on an 18-4 run. LaVine scored 20 of his 27 points before halftime and shot 9 of 15 for the game, including 4 of 7 from 3-point range. ""I've seen his shot-making; it's been incredible,"" Donovan said. ""He has the ability to get on a roll."" Atlanta is eyeing a split of a four-game road trip that has sandwiched losses at Portland and Golden State around a one-point victory in Sacramento. The Hawks lost 120-97 at Golden State on Wednesday, scoring just four points more than their season low. ""I didn't think that we talked enough tonight,"" said Atlanta coach Quin Snyder, whose team shot 33.3 percent, including just 26.7 percent (12 of 45) from deep. ""And sometimes that happens when you're not making shots and it's actually when you need each other, and even more. ""Regardless of who's in the game, how long they play, we can run. You can run. You can see that there's a corner and it's empty and you can fill it, and you can see where the ball is and you can space, and doing that gives us a chance to get connected."" Atlanta played with its full rotation against the Warriors. After missing the Sacramento game with left leg inflammation, Jalen Johnson posted a double-double of 15 points and 14 rebounds to lead six Hawks in double-figure scoring. Trae Young (12 points, 11 assists) and Clint Capela (11 points, 10 rebounds) also contributed double-doubles. Friday marks the resumption of NBA Cup play. Atlanta is seeking a 3-0 start in East Group C after previous victories at Boston and against Washington. The Bulls lost their lone group play contest to date, at Cleveland. Group play will continue on Tuesdays and Fridays through Dec. 3 to determine an elimination bracket later in the month. The winner of each group plus one wild card from each conference will advance to the knockout rounds. Chicago has won six of 10 against Atlanta. LaVine has shot 53.6 percent while averaging 25.4 points in his past 10 games against the Hawks. --Field Level Media Copyright 2024",2024-11-21
"Deadspin > Sports News Without Fear, Favor or Compromise","Capitals star Alex Ovechkin has fractured fibula, out 4-6 weeks",https://deadspin.com/capitals-star-alex-ovechkin-has-fractured-fibula-out-4-6-weeks/,2024-11-21T23:03:05.133Z,The Washington Capitals will be without their captain and goal-scoring machine Alex Ovechkin for four to six weeks after he was diagnosed Thursday wit,"The Washington Capitals will be without their captain and goal-scoring machine Alex Ovechkin for four to six weeks after he was diagnosed Thursday with a fractured left fibula. Ovechkin, 39, exited Monday's 6-2 win over the Utah Hockey Club with 14:30 remaining following a collision with Utah forward Jack McBain. A teammate had to help him off the ice. The Capitals announced Tuesday that Ovechkin was considered week-to-week as he underwent further evaluation on his leg. On Wednesday, the team placed him on injured reserve and recalled forward prospect Ivan Miroshnichenko from AHL affiliate Hershey. The injury interrupted Ovechkin while he was on a hot streak. He scored two goals in the Utah game before going down and has 13 goals in his past 11. Before Thursday's games, he owned the NHL lead with 15 goals on the season. Ovechkin's pursuit of history will now be postponed as well. With 868 goals in his career, the Russian needs 27 to break Wayne Gretzky's all-time mark of 894. --Field Level Media Copyright 2024",2024-11-21
"Deadspin > Sports News Without Fear, Favor or Compromise","No. 9 Kentucky, focused on getting better, welcomes Jackson St.",https://deadspin.com/no-9-kentucky-focused-on-getting-better-welcomes-jackson-st/,2024-11-21T22:58:00.543Z,Rarely does a college basketball game provide such stark contrast between the sport's haves and have-nots as when Jackson State faces No. 9 Kentucky o,"Rarely does a college basketball game provide such stark contrast between the sport's haves and have-nots as when Jackson State faces No. 9 Kentucky on Friday in Lexington, Ky. While Kentucky claims eight NCAA Tournament crowns and the most wins in college basketball history, Jackson State has never won an NCAA Tournament game and enters the matchup looking for its first win of the season. Impressive tradition and current record aside, Kentucky (4-0) returned no scholarship players from last season's team that was knocked off by Oakland in the NCAA Tournament. New coach Mark Pope and his essentially all-new Wildcats are off to a promising start. Through four games, Kentucky is averaging 94.3 points per game, and with 11.5 3-pointers made per game, the team is on pace to set a school record from long distance. The Wildcats boast six double-figure scorers with transfer guards Otega Oweh (from Oklahoma, 15.0 ppg) and Koby Brea (from Dayton, 14.5 ppg) leading the team. The Wildcats defeated Duke 77-72 on Nov. 12 but showed few signs of an emotional letdown in Tuesday's 97-68 win over a Lipscomb team picked to win the Atlantic Sun Conference in the preseason. Kentucky drained a dozen 3-pointers while outrebounding their visitors 43-28. Guard Jaxson Robinson, held to a single point by Duke, dropped 20 points to lead the Kentucky attack. Afterward, Pope praised his team's focus, saying, ""The last game was over and it was kind of on to, ‘How do we get better?' That's the only thing we talk about."" Lipscomb coach Lennie Acuff also delivered a ringing endorsement, calling Kentucky ""the best offensive Power Four team we've played in my six years at Lipscomb."" Jackson State (0-5) and third-year coach Mo Williams are looking for something positive to build upon. Not only are the Tigers winless, but they have lost each game by nine or more points. Sophomore guard Jayme Mitchell Jr. (13.8 ppg) is the leading scorer, but the team shoots just 35.8 percent while allowing opponents to shoot 52.3 percent. The Tigers played on Wednesday at Western Kentucky, where they lost 79-62. Reserve Tamarion Hoover had a breakout game with 18 points to lead Jackson State, but the host Hilltoppers canned 14 3-point shots and outrebounded the Tigers 42-35 to grab the win. Earlier, Williams, who played against Kentucky while a student at Alabama, admitted the difficulties of a challenging nonconference schedule for his team. ""Our goal is not to win 13 nonconference games,"" Williams said. ""We're already at a disadvantage in that regard. We use these games to get us ready for conference play and for March Madness."" Jackson State has not made the NCAA Tournament since 2007. The Tigers had a perfect regular-season record (11-0) in the Southwestern Athletic Conference in 2020-21 but lost in the league tournament. Kentucky has never played Jackson State before, but the game is being billed as part of a Unity Series of matchups in which Kentucky hosts members of the SWAC to raise awareness of Historical Black Colleges and Universities and provide funds for those schools. Past Unity Series opponents have been Southern in December 2021 and Florida A&M in December 2022. --Field Level Media Copyright 2024",2024-11-21
